,0,1
0,0.594,0.406
1,0.982,0.018
2,0.744,0.256
3,0.764,0.236
4,0.722,0.278
5,0.298,0.702
6,0.904,0.096
7,0.59,0.41
8,0.8,0.2
9,0.656,0.344
10,0.606,0.394
11,0.786,0.214
12,0.298,0.702
13,0.324,0.676
14,0.298,0.702
15,0.266,0.734
16,0.806,0.194
17,0.856,0.144
18,0.598,0.402
19,0.506,0.494
20,0.522,0.478
21,0.814,0.186
22,0.8,0.2
23,0.402,0.598
24,0.918,0.082
25,0.87,0.13
26,0.844,0.156
27,0.904,0.096
28,0.388,0.612
29,0.848,0.152
30,0.538,0.462
31,0.912,0.088
32,0.73,0.27
33,0.912,0.088
34,0.618,0.382
35,0.388,0.612
36,0.594,0.406
37,0.806,0.194
38,0.94,0.06
39,0.876,0.124
40,0.366,0.634
41,0.926,0.074
42,0.85,0.15
43,0.68,0.32
44,0.458,0.542
45,0.268,0.732
46,0.962,0.038
