,0,1
0,0.846,0.154
1,0.886,0.114
2,0.75,0.25
3,0.676,0.324
4,0.792,0.208
5,0.808,0.192
6,0.812,0.188
7,0.768,0.232
8,0.806,0.194
9,0.816,0.184
10,0.902,0.098
11,0.858,0.142
12,0.47,0.53
13,0.884,0.116
14,0.696,0.304
15,0.642,0.358
16,0.782,0.218
17,0.892,0.108
18,0.956,0.044
19,0.91,0.09
20,0.73,0.27
21,0.78,0.22
22,0.642,0.358
23,0.896,0.104
24,0.952,0.048
25,0.736,0.264
26,0.852,0.148
27,0.852,0.148
28,0.46,0.54
29,0.672,0.328
30,0.92,0.08
31,0.902,0.098
32,0.94,0.06
33,0.724,0.276
34,0.758,0.242
35,0.884,0.116
36,0.664,0.336
37,0.882,0.118
38,0.89,0.11
39,0.77,0.23
40,0.928,0.072
41,0.508,0.492
42,0.604,0.396
43,0.924,0.076
44,0.856,0.144
45,0.792,0.208
46,0.698,0.302
