,0,1
0,0.974,0.026
1,0.968,0.032
2,0.816,0.184
3,0.782,0.218
4,0.924,0.076
5,0.966,0.034
6,0.852,0.148
7,0.8,0.2
8,0.518,0.482
9,0.866,0.134
10,0.832,0.168
11,0.248,0.752
12,0.946,0.054
13,0.828,0.172
14,0.994,0.006
15,0.742,0.258
16,0.86,0.14
17,0.996,0.004
18,0.988,0.012
19,0.944,0.056
20,0.716,0.284
21,0.964,0.036
22,0.896,0.104
23,0.836,0.164
24,0.966,0.034
25,0.772,0.228
26,0.354,0.646
27,0.31,0.69
28,0.99,0.01
29,0.812,0.188
30,0.878,0.122
31,0.95,0.05
32,0.758,0.242
33,0.91,0.09
34,0.996,0.004
35,0.694,0.306
36,0.884,0.116
37,0.742,0.258
38,0.54,0.46
39,0.926,0.074
40,1.0,0.0
41,0.922,0.078
42,0.672,0.328
43,0.73,0.27
44,0.976,0.024
45,0.95,0.05
46,0.954,0.046
