,0,1
0,0.94,0.06
1,0.506,0.494
2,0.92,0.08
3,0.242,0.758
4,0.74,0.26
5,0.984,0.016
6,0.096,0.904
7,0.772,0.228
8,0.516,0.484
9,0.638,0.362
10,0.994,0.006
11,0.976,0.024
12,0.974,0.026
13,0.22,0.78
14,0.932,0.068
15,0.48,0.52
16,0.702,0.298
17,0.992,0.008
18,0.994,0.006
19,0.954,0.046
20,0.3,0.7
21,0.974,0.026
22,0.82,0.18
23,0.954,0.046
24,0.706,0.294
25,0.856,0.144
26,0.908,0.092
27,0.558,0.442
28,0.816,0.184
29,0.904,0.096
30,0.402,0.598
31,0.994,0.006
32,0.976,0.024
33,0.908,0.092
34,0.58,0.42
35,0.964,0.036
36,0.808,0.192
37,0.968,0.032
38,0.842,0.158
39,0.936,0.064
40,0.806,0.194
41,0.962,0.038
42,0.868,0.132
43,0.736,0.264
44,0.802,0.198
45,0.778,0.222
46,0.974,0.026
