,0,1
0,0.902,0.098
1,0.982,0.018
2,0.864,0.136
3,0.396,0.604
4,0.928,0.072
5,0.844,0.156
6,0.63,0.37
7,0.872,0.128
8,0.74,0.26
9,0.406,0.594
10,0.868,0.132
11,0.786,0.214
12,0.904,0.096
13,0.42,0.58
14,0.558,0.442
15,0.906,0.094
16,0.858,0.142
17,0.86,0.14
18,0.666,0.334
19,0.856,0.144
20,0.756,0.244
21,0.862,0.138
22,0.96,0.04
23,0.752,0.248
24,0.862,0.138
25,0.606,0.394
26,0.836,0.164
27,0.472,0.528
28,0.756,0.244
29,0.934,0.066
30,0.96,0.04
31,0.814,0.186
32,0.852,0.148
33,0.99,0.01
34,0.794,0.206
35,0.42,0.58
36,0.97,0.03
37,0.706,0.294
38,0.904,0.096
39,0.868,0.132
40,0.658,0.342
41,0.876,0.124
42,0.84,0.16
43,0.732,0.268
44,0.712,0.288
45,0.662,0.338
46,0.776,0.224
