,0,1
0,0.716,0.284
1,0.91,0.09
2,0.91,0.09
3,0.792,0.208
4,0.718,0.282
5,0.858,0.142
6,0.758,0.242
7,0.36,0.64
8,0.962,0.038
9,0.53,0.47
10,0.796,0.204
11,0.752,0.248
12,0.804,0.196
13,0.924,0.076
14,0.942,0.058
15,0.538,0.462
16,0.986,0.014
17,0.872,0.128
18,0.914,0.086
19,0.888,0.112
20,0.716,0.284
21,0.6,0.4
22,0.928,0.072
23,0.916,0.084
24,0.94,0.06
25,0.952,0.048
26,0.772,0.228
27,0.54,0.46
28,0.796,0.204
29,0.822,0.178
30,0.92,0.08
31,0.94,0.06
32,0.958,0.042
33,0.622,0.378
34,0.958,0.042
35,0.348,0.652
36,0.802,0.198
37,0.82,0.18
38,0.93,0.07
39,0.884,0.116
40,0.496,0.504
41,0.412,0.588
42,0.924,0.076
43,0.966,0.034
44,0.848,0.152
45,0.288,0.712
46,0.866,0.134
