,0,1
0,0.872,0.128
1,0.956,0.044
2,0.994,0.006
3,0.54,0.46
4,0.816,0.184
5,0.664,0.336
6,0.858,0.142
7,0.91,0.09
8,0.996,0.004
9,0.344,0.656
10,0.938,0.062
11,0.852,0.148
12,0.23,0.77
13,0.984,0.016
14,0.586,0.414
15,0.24,0.76
16,0.994,0.006
17,0.948,0.052
18,0.992,0.008
19,0.892,0.108
20,0.308,0.692
21,0.974,0.026
22,0.88,0.12
23,0.194,0.806
24,0.332,0.668
25,0.866,0.134
26,0.36,0.64
27,0.954,0.046
28,0.306,0.694
29,0.816,0.184
30,0.558,0.442
31,0.53,0.47
32,0.4,0.6
33,0.884,0.116
34,0.454,0.546
35,0.916,0.084
36,0.976,0.024
37,0.862,0.138
38,0.994,0.006
39,0.97,0.03
40,0.978,0.022
41,0.9,0.1
42,0.95,0.05
43,0.992,0.008
44,0.844,0.156
45,0.27,0.73
46,0.614,0.386
