,0,1
0,0.95,0.05
1,0.776,0.224
2,0.976,0.024
3,0.798,0.202
4,0.866,0.134
5,0.9,0.1
6,0.9,0.1
7,0.926,0.074
8,0.77,0.23
9,0.978,0.022
10,0.88,0.12
11,0.982,0.018
12,0.704,0.296
13,0.98,0.02
14,0.958,0.042
15,0.918,0.082
16,0.928,0.072
17,0.924,0.076
18,0.996,0.004
19,0.836,0.164
20,0.752,0.248
21,0.988,0.012
22,0.736,0.264
23,0.866,0.134
24,0.628,0.372
25,0.906,0.094
26,0.444,0.556
27,0.538,0.462
28,0.988,0.012
29,0.458,0.542
30,0.558,0.442
31,0.468,0.532
32,0.382,0.618
33,0.946,0.054
34,0.644,0.356
35,0.676,0.324
36,0.986,0.014
37,1.0,0.0
38,0.93,0.07
39,0.966,0.034
40,0.92,0.08
41,0.846,0.154
42,0.454,0.546
43,0.906,0.094
44,0.646,0.354
45,0.924,0.076
46,0.504,0.496
