,0,1
0,0.85,0.15
1,0.828,0.172
2,0.506,0.494
3,0.844,0.156
4,0.83,0.17
5,0.712,0.288
6,0.682,0.318
7,0.906,0.094
8,0.834,0.166
9,0.846,0.154
10,0.846,0.154
11,0.218,0.782
12,0.952,0.048
13,0.798,0.202
14,0.968,0.032
15,0.864,0.136
16,0.798,0.202
17,0.928,0.072
18,0.886,0.114
19,0.982,0.018
20,0.748,0.252
21,0.984,0.016
22,0.874,0.126
23,0.89,0.11
24,0.986,0.014
25,0.786,0.214
26,0.428,0.572
27,0.39,0.61
28,0.986,0.014
29,0.93,0.07
30,0.974,0.026
31,0.972,0.028
32,0.934,0.066
33,0.848,0.152
34,0.954,0.046
35,0.348,0.652
36,0.996,0.004
37,0.15,0.85
38,0.754,0.246
39,0.922,0.078
40,0.88,0.12
41,0.97,0.03
42,0.39,0.61
43,0.326,0.674
44,0.974,0.026
45,0.994,0.006
46,0.954,0.046
