,0,1
0,0.954,0.046
1,0.852,0.148
2,0.936,0.064
3,0.764,0.236
4,0.768,0.232
5,0.664,0.336
6,0.928,0.072
7,0.666,0.334
8,0.958,0.042
9,0.97,0.03
10,0.696,0.304
11,0.932,0.068
12,0.956,0.044
13,0.902,0.098
14,0.924,0.076
15,0.834,0.166
16,0.726,0.274
17,0.922,0.078
18,0.544,0.456
19,0.914,0.086
20,0.906,0.094
21,0.458,0.542
22,0.968,0.032
23,0.88,0.12
24,0.548,0.452
25,0.892,0.108
26,0.918,0.082
27,0.742,0.258
28,0.796,0.204
29,0.928,0.072
30,0.87,0.13
31,0.522,0.478
32,0.968,0.032
33,0.926,0.074
34,0.666,0.334
35,0.694,0.306
36,0.942,0.058
37,0.644,0.356
38,0.654,0.346
39,0.706,0.294
40,0.786,0.214
41,0.634,0.366
42,0.856,0.144
43,0.914,0.086
44,0.784,0.216
45,0.418,0.582
46,0.874,0.126
