,0,1
0,0.996,0.004
1,0.942,0.058
2,0.938,0.062
3,0.52,0.48
4,0.96,0.04
5,0.99,0.01
6,0.992,0.008
7,0.98,0.02
8,0.998,0.002
9,0.734,0.266
10,0.188,0.812
11,0.848,0.152
12,0.996,0.004
13,0.738,0.262
14,0.994,0.006
15,0.98,0.02
16,0.988,0.012
17,0.976,0.024
18,0.698,0.302
19,0.988,0.012
20,0.992,0.008
21,0.864,0.136
22,0.954,0.046
23,0.822,0.178
24,0.478,0.522
25,0.524,0.476
26,0.942,0.058
27,0.798,0.202
28,0.492,0.508
29,0.64,0.36
30,0.838,0.162
31,0.692,0.308
32,0.898,0.102
33,0.738,0.262
34,0.166,0.834
35,0.988,0.012
36,0.84,0.16
37,0.976,0.024
38,0.726,0.274
39,0.968,0.032
40,0.99,0.01
41,0.88,0.12
42,0.878,0.122
43,0.996,0.004
44,0.824,0.176
45,0.372,0.628
46,0.424,0.576
