,0,1
0,0.936,0.064
1,0.568,0.432
2,0.906,0.094
3,0.94,0.06
4,0.836,0.164
5,0.42,0.58
6,0.42,0.58
7,0.956,0.044
8,0.764,0.236
9,0.734,0.266
10,0.966,0.034
11,0.646,0.354
12,0.322,0.678
13,0.748,0.252
14,0.892,0.108
15,0.852,0.148
16,0.904,0.096
17,0.4,0.6
18,0.968,0.032
19,0.98,0.02
20,0.962,0.038
21,0.974,0.026
22,0.762,0.238
23,0.512,0.488
24,0.918,0.082
25,0.93,0.07
26,0.576,0.424
27,0.946,0.054
28,0.88,0.12
29,0.686,0.314
30,0.722,0.278
31,0.954,0.046
32,0.408,0.592
33,0.904,0.096
34,0.632,0.368
35,0.822,0.178
36,0.776,0.224
37,0.77,0.23
38,0.516,0.484
39,0.598,0.402
40,0.936,0.064
41,0.958,0.042
42,0.99,0.01
43,0.978,0.022
44,0.91,0.09
45,0.582,0.418
46,0.816,0.184
