,0,1
0,0.632,0.368
1,0.96,0.04
2,0.72,0.28
3,0.552,0.448
4,0.862,0.138
5,0.706,0.294
6,0.804,0.196
7,0.944,0.056
8,0.542,0.458
9,0.838,0.162
10,0.516,0.484
11,0.518,0.482
12,0.75,0.25
13,0.816,0.184
14,0.974,0.026
15,0.684,0.316
16,0.754,0.246
17,0.934,0.066
18,0.898,0.102
19,0.764,0.236
20,0.384,0.616
21,0.972,0.028
22,0.534,0.466
23,0.56,0.44
24,0.782,0.218
25,0.554,0.446
26,0.914,0.086
27,0.712,0.288
28,0.7,0.3
29,0.808,0.192
30,0.454,0.546
31,0.698,0.302
32,0.534,0.466
33,0.828,0.172
34,0.704,0.296
35,0.958,0.042
36,0.584,0.416
37,0.752,0.248
38,0.9,0.1
39,0.964,0.036
40,0.548,0.452
41,0.888,0.112
42,0.74,0.26
43,0.928,0.072
44,0.482,0.518
45,0.924,0.076
46,0.724,0.276
