,0,1
0,0.176,0.824
1,0.662,0.338
2,0.298,0.702
3,0.322,0.678
4,0.892,0.108
5,0.956,0.044
6,0.532,0.468
7,0.826,0.174
8,0.994,0.006
9,0.986,0.014
10,0.722,0.278
11,0.778,0.222
12,0.99,0.01
13,0.368,0.632
14,0.714,0.286
15,0.372,0.628
16,0.24,0.76
17,0.798,0.202
18,0.406,0.594
19,0.576,0.424
20,0.37,0.63
21,0.988,0.012
22,0.838,0.162
23,0.966,0.034
24,0.876,0.124
25,0.332,0.668
26,0.992,0.008
27,0.268,0.732
28,0.322,0.678
29,0.468,0.532
30,0.348,0.652
31,0.966,0.034
32,0.7,0.3
33,0.638,0.362
34,0.864,0.136
35,0.976,0.024
36,0.966,0.034
37,0.998,0.002
38,0.208,0.792
39,0.94,0.06
40,0.388,0.612
41,0.892,0.108
42,0.768,0.232
43,0.292,0.708
44,0.376,0.624
45,0.698,0.302
46,0.952,0.048
