,0,1
0,0.708,0.292
1,0.868,0.132
2,0.694,0.306
3,0.472,0.528
4,0.462,0.538
5,0.588,0.412
6,0.684,0.316
7,0.528,0.472
8,0.592,0.408
9,0.456,0.544
10,0.794,0.206
11,0.292,0.708
12,0.718,0.282
13,0.284,0.716
14,0.452,0.548
15,0.412,0.588
16,0.218,0.782
17,0.23,0.77
18,0.204,0.796
19,0.942,0.058
20,0.558,0.442
21,0.286,0.714
22,0.31,0.69
23,0.546,0.454
24,0.816,0.184
25,0.952,0.048
26,0.844,0.156
27,0.772,0.228
28,0.922,0.078
29,0.812,0.188
30,0.654,0.346
31,0.688,0.312
32,0.676,0.324
33,0.816,0.184
34,0.744,0.256
35,0.192,0.808
36,0.638,0.362
37,0.288,0.712
38,0.358,0.642
39,0.424,0.576
40,0.886,0.114
41,0.494,0.506
42,0.492,0.508
43,0.492,0.508
44,0.67,0.33
45,0.64,0.36
46,0.534,0.466
47,0.516,0.484
48,0.748,0.252
49,0.672,0.328
50,0.658,0.342
51,0.792,0.208
52,0.8,0.2
