,0,1
0,0.354,0.646
1,0.426,0.574
2,0.644,0.356
3,0.366,0.634
4,0.534,0.466
5,0.318,0.682
6,0.562,0.438
7,0.216,0.784
8,0.504,0.496
9,0.682,0.318
10,0.46,0.54
11,0.392,0.608
12,0.38,0.62
13,0.544,0.456
14,0.624,0.376
15,0.336,0.664
16,0.426,0.574
17,0.634,0.366
18,0.742,0.258
19,0.702,0.298
20,0.58,0.42
21,0.832,0.168
22,0.602,0.398
23,0.58,0.42
24,0.804,0.196
25,0.898,0.102
26,0.064,0.936
27,0.654,0.346
28,0.518,0.482
29,0.538,0.462
30,0.93,0.07
31,0.32,0.68
32,0.378,0.622
33,0.508,0.492
34,0.726,0.274
35,0.41,0.59
36,0.462,0.538
37,0.298,0.702
