,0,1
0,0.41,0.59
1,0.622,0.378
2,0.492,0.508
3,0.492,0.508
4,0.632,0.368
5,0.406,0.594
6,0.842,0.158
7,0.624,0.376
8,0.644,0.356
9,0.318,0.682
10,0.336,0.664
11,0.672,0.328
12,0.396,0.604
13,0.374,0.626
14,0.71,0.29
15,0.716,0.284
16,0.362,0.638
17,0.71,0.29
18,0.546,0.454
19,0.462,0.538
20,0.704,0.296
21,0.79,0.21
22,0.896,0.104
23,0.46,0.54
24,0.504,0.496
25,0.586,0.414
26,0.476,0.524
27,0.642,0.358
28,0.866,0.134
29,0.394,0.606
30,0.852,0.148
31,0.484,0.516
32,0.23,0.77
33,0.424,0.576
34,0.704,0.296
35,0.584,0.416
36,0.864,0.136
37,0.516,0.484
