,0,1
0,0.444,0.556
1,0.952,0.048
2,0.614,0.386
3,0.98,0.02
4,0.912,0.088
5,0.732,0.268
6,0.658,0.342
7,0.08,0.92
8,0.088,0.912
9,0.24,0.76
10,0.162,0.838
11,0.548,0.452
12,0.878,0.122
13,0.062,0.938
14,0.142,0.858
15,0.098,0.902
16,0.842,0.158
17,0.04,0.96
18,0.008,0.992
19,0.174,0.826
20,0.056,0.944
21,0.884,0.116
22,0.408,0.592
23,0.956,0.044
24,0.922,0.078
25,0.426,0.574
26,0.888,0.112
27,0.932,0.068
28,0.358,0.642
29,0.91,0.09
30,0.38,0.62
31,0.952,0.048
32,0.568,0.432
33,0.074,0.926
34,0.074,0.926
35,0.084,0.916
36,0.04,0.96
37,0.082,0.918
38,0.072,0.928
39,0.708,0.292
40,0.924,0.076
41,0.06,0.94
42,0.36,0.64
43,0.744,0.256
44,0.32,0.68
45,0.794,0.206
46,0.984,0.016
47,0.342,0.658
48,0.6,0.4
49,0.628,0.372
50,0.948,0.052
51,0.376,0.624
52,0.32,0.68
