,0,1
0,0.472,0.528
1,0.964,0.036
2,0.388,0.612
3,0.922,0.078
4,0.256,0.744
5,0.358,0.642
6,0.532,0.468
7,0.616,0.384
8,0.25,0.75
9,0.22,0.78
10,0.836,0.164
11,0.516,0.484
12,0.546,0.454
13,0.476,0.524
14,0.35,0.65
15,0.988,0.012
16,0.296,0.704
17,0.678,0.322
18,0.8,0.2
19,0.632,0.368
20,0.726,0.274
21,0.798,0.202
22,0.984,0.016
23,0.614,0.386
24,0.92,0.08
25,0.636,0.364
26,0.854,0.146
27,0.674,0.326
28,0.73,0.27
29,0.792,0.208
30,0.83,0.17
31,0.948,0.052
32,0.392,0.608
33,0.976,0.024
34,0.352,0.648
35,0.438,0.562
36,0.438,0.562
37,0.874,0.126
38,0.282,0.718
39,0.394,0.606
40,0.54,0.46
41,0.666,0.334
42,0.514,0.486
43,0.868,0.132
44,0.774,0.226
45,0.678,0.322
46,0.822,0.178
47,0.692,0.308
48,0.742,0.258
49,0.63,0.37
50,0.712,0.288
51,0.932,0.068
52,0.464,0.536
