,0,1
0,0.482,0.518
1,0.366,0.634
2,0.694,0.306
3,0.36,0.64
4,0.552,0.448
5,0.61,0.39
6,0.762,0.238
7,0.53,0.47
8,0.5,0.5
9,0.212,0.788
10,0.396,0.604
11,0.238,0.762
12,0.374,0.626
13,0.81,0.19
14,0.4,0.6
15,0.67,0.33
16,0.532,0.468
17,0.534,0.466
18,0.748,0.252
19,0.388,0.612
20,0.742,0.258
21,0.622,0.378
22,0.516,0.484
23,0.34,0.66
24,0.534,0.466
25,0.57,0.43
26,0.746,0.254
27,0.718,0.282
28,0.86,0.14
29,0.502,0.498
30,0.932,0.068
31,0.664,0.336
32,0.55,0.45
33,0.868,0.132
34,0.544,0.456
35,0.802,0.198
36,0.706,0.294
37,0.448,0.552
38,0.454,0.546
39,0.694,0.306
40,0.442,0.558
41,0.412,0.588
42,0.768,0.232
43,0.666,0.334
44,0.788,0.212
45,0.7,0.3
46,0.488,0.512
47,0.636,0.364
48,0.452,0.548
49,0.444,0.556
50,0.88,0.12
51,0.95,0.05
52,0.676,0.324
