,0,1
0,0.674,0.326
1,0.452,0.548
2,0.786,0.214
3,0.438,0.562
4,0.884,0.116
5,0.43,0.57
6,0.98,0.02
7,0.516,0.484
8,0.874,0.126
9,0.582,0.418
10,0.728,0.272
11,0.234,0.766
12,0.738,0.262
13,0.336,0.664
14,0.956,0.044
15,0.622,0.378
16,0.456,0.544
17,0.862,0.138
18,0.854,0.146
19,0.83,0.17
20,0.964,0.036
21,0.838,0.162
22,0.776,0.224
23,0.97,0.03
24,0.88,0.12
25,0.262,0.738
26,0.268,0.732
27,0.45,0.55
28,0.358,0.642
29,0.322,0.678
30,0.78,0.22
31,0.73,0.27
32,0.362,0.638
33,0.676,0.324
34,0.622,0.378
35,0.846,0.154
36,0.9,0.1
37,0.92,0.08
