,0,1
0,0.752,0.248
1,0.668,0.332
2,0.75,0.25
3,0.824,0.176
4,0.276,0.724
5,0.754,0.246
6,0.388,0.612
7,0.378,0.622
8,0.442,0.558
9,0.754,0.246
10,0.786,0.214
11,0.85,0.15
12,0.842,0.158
13,0.7,0.3
14,0.46,0.54
15,0.45,0.55
16,0.41,0.59
17,0.678,0.322
18,0.542,0.458
19,0.784,0.216
20,0.394,0.606
21,0.52,0.48
22,0.346,0.654
23,0.572,0.428
24,0.348,0.652
25,0.782,0.218
26,0.714,0.286
27,0.734,0.266
28,0.784,0.216
29,0.644,0.356
30,0.442,0.558
31,0.68,0.32
32,0.772,0.228
33,0.394,0.606
34,0.81,0.19
35,0.292,0.708
36,0.55,0.45
37,0.54,0.46
38,0.732,0.268
39,0.832,0.168
40,0.73,0.27
41,0.754,0.246
42,0.734,0.266
43,0.62,0.38
44,0.694,0.306
45,0.452,0.548
46,0.746,0.254
47,0.588,0.412
48,0.838,0.162
49,0.654,0.346
50,0.726,0.274
51,0.776,0.224
52,0.778,0.222
