,0,1
0,0.71,0.29
1,0.762,0.238
2,0.696,0.304
3,0.352,0.648
4,0.846,0.154
5,0.824,0.176
6,0.854,0.146
7,0.326,0.674
8,0.724,0.276
9,0.982,0.018
10,0.824,0.176
11,0.87,0.13
12,0.812,0.188
13,0.966,0.034
14,0.774,0.226
15,0.908,0.092
16,0.68,0.32
17,0.368,0.632
18,0.524,0.476
19,0.812,0.188
20,0.92,0.08
21,0.506,0.494
22,0.944,0.056
23,0.612,0.388
24,0.678,0.322
25,0.514,0.486
26,0.858,0.142
27,0.53,0.47
28,0.854,0.146
29,0.968,0.032
30,0.984,0.016
31,0.174,0.826
32,0.508,0.492
33,0.272,0.728
34,0.814,0.186
35,0.294,0.706
36,0.286,0.714
37,0.722,0.278
