,0,1
0,0.636,0.364
1,0.89,0.11
2,0.274,0.726
3,0.81,0.19
4,0.932,0.068
5,0.7,0.3
6,0.432,0.568
7,0.734,0.266
8,0.494,0.506
9,0.352,0.648
10,0.632,0.368
11,0.476,0.524
12,0.446,0.554
13,0.49,0.51
14,0.998,0.002
15,0.68,0.32
16,0.372,0.628
17,0.844,0.156
18,0.792,0.208
19,0.398,0.602
20,0.936,0.064
21,0.962,0.038
22,0.472,0.528
23,0.598,0.402
24,0.332,0.668
25,0.514,0.486
26,0.358,0.642
27,0.736,0.264
28,0.216,0.784
29,0.332,0.668
30,0.764,0.236
31,0.89,0.11
32,0.626,0.374
33,0.882,0.118
34,0.502,0.498
35,0.91,0.09
36,0.998,0.002
37,0.258,0.742
