,0,1
0,0.352,0.648
1,0.434,0.566
2,0.442,0.558
3,0.752,0.248
4,0.82,0.18
5,0.464,0.536
6,0.604,0.396
7,0.7,0.3
8,0.438,0.562
9,0.34,0.66
10,0.596,0.404
11,0.788,0.212
12,0.746,0.254
13,0.64,0.36
14,0.678,0.322
15,0.746,0.254
16,0.84,0.16
17,0.486,0.514
18,0.868,0.132
19,0.698,0.302
20,0.88,0.12
21,0.636,0.364
22,0.83,0.17
23,0.594,0.406
24,0.548,0.452
25,0.738,0.262
26,0.716,0.284
27,0.692,0.308
28,0.806,0.194
29,0.424,0.576
30,0.84,0.16
31,0.464,0.536
32,0.626,0.374
33,0.808,0.192
34,0.758,0.242
35,0.658,0.342
36,0.61,0.39
37,0.55,0.45
