,0,1
0,0.354,0.646
1,0.616,0.384
2,0.578,0.422
3,0.38,0.62
4,0.632,0.368
5,0.806,0.194
6,0.252,0.748
7,0.42,0.58
8,0.344,0.656
9,0.422,0.578
10,0.484,0.516
11,0.624,0.376
12,0.57,0.43
13,0.456,0.544
14,0.556,0.444
15,0.766,0.234
16,0.708,0.292
17,0.64,0.36
18,0.82,0.18
19,0.926,0.074
20,0.782,0.218
21,0.844,0.156
22,0.786,0.214
23,0.788,0.212
24,0.646,0.354
25,0.638,0.362
26,0.524,0.476
27,0.25,0.75
28,0.546,0.454
29,0.466,0.534
30,0.516,0.484
31,0.452,0.548
32,0.776,0.224
33,0.866,0.134
34,0.732,0.268
35,0.5,0.5
36,0.906,0.094
37,0.846,0.154
