,0,1
0,0.434,0.566
1,0.442,0.558
2,0.53,0.47
3,0.41,0.59
4,0.61,0.39
5,0.362,0.638
6,0.322,0.678
7,0.706,0.294
8,0.444,0.556
9,0.474,0.526
10,0.516,0.484
11,0.208,0.792
12,0.894,0.106
13,0.272,0.728
14,0.282,0.718
15,0.464,0.536
16,0.266,0.734
17,0.87,0.13
18,0.244,0.756
19,0.818,0.182
20,0.984,0.016
21,0.976,0.024
22,0.302,0.698
23,0.82,0.18
24,0.39,0.61
25,0.322,0.678
26,0.744,0.256
27,0.748,0.252
28,0.506,0.494
29,0.218,0.782
30,0.692,0.308
31,0.598,0.402
32,0.366,0.634
33,0.94,0.06
34,0.548,0.452
35,0.968,0.032
36,0.954,0.046
37,0.412,0.588
