,0,1
0,0.522,0.478
1,0.514,0.486
2,0.686,0.314
3,0.518,0.482
4,0.46,0.54
5,0.594,0.406
6,0.726,0.274
7,0.802,0.198
8,0.85,0.15
9,0.492,0.508
10,0.394,0.606
11,0.84,0.16
12,0.56,0.44
13,0.686,0.314
14,0.576,0.424
15,0.862,0.138
16,0.562,0.438
17,0.842,0.158
18,0.316,0.684
19,0.73,0.27
20,0.648,0.352
21,0.534,0.466
22,0.442,0.558
23,0.616,0.384
24,0.93,0.07
25,0.898,0.102
26,0.422,0.578
27,0.65,0.35
28,0.836,0.164
29,0.992,0.008
30,0.958,0.042
31,0.47,0.53
32,0.648,0.352
33,0.95,0.05
34,0.956,0.044
35,0.556,0.444
36,0.568,0.432
37,0.378,0.622
38,0.484,0.516
39,0.546,0.454
40,0.482,0.518
41,0.846,0.154
42,0.568,0.432
43,0.56,0.44
44,0.442,0.558
45,0.528,0.472
46,0.354,0.646
47,0.972,0.028
48,0.984,0.016
49,0.602,0.398
50,0.67,0.33
51,0.93,0.07
52,0.682,0.318
