,0,1
0,0.092,0.908
1,0.602,0.398
2,0.668,0.332
3,0.67,0.33
4,0.68,0.32
5,0.924,0.076
6,0.674,0.326
7,0.648,0.352
8,0.614,0.386
9,0.648,0.352
10,0.754,0.246
11,0.432,0.568
12,0.482,0.518
13,0.606,0.394
14,0.682,0.318
15,0.754,0.246
16,0.78,0.22
17,0.764,0.236
18,0.824,0.176
19,0.748,0.252
20,0.822,0.178
21,0.884,0.116
22,0.87,0.13
23,0.712,0.288
24,0.674,0.326
25,0.8,0.2
26,0.524,0.476
27,0.782,0.218
28,0.724,0.276
29,0.646,0.354
30,0.89,0.11
31,0.86,0.14
32,0.882,0.118
33,0.764,0.236
34,0.744,0.256
35,0.766,0.234
36,0.17,0.83
37,0.626,0.374
38,0.894,0.106
39,0.158,0.842
40,0.724,0.276
41,0.802,0.198
42,0.806,0.194
43,0.818,0.182
44,0.486,0.514
45,0.542,0.458
46,0.802,0.198
47,0.65,0.35
48,0.24,0.76
49,0.618,0.382
50,0.818,0.182
51,0.726,0.274
52,0.776,0.224
