,0,1
0,0.298,0.702
1,0.472,0.528
2,0.216,0.784
3,0.638,0.362
4,0.91,0.09
5,0.88,0.12
6,0.294,0.706
7,0.642,0.358
8,0.698,0.302
9,0.95,0.05
10,0.658,0.342
11,0.336,0.664
12,0.296,0.704
13,0.25,0.75
14,0.942,0.058
15,0.7,0.3
16,0.862,0.138
17,0.912,0.088
18,0.914,0.086
19,0.888,0.112
20,0.942,0.058
21,0.752,0.248
22,0.942,0.058
23,0.884,0.116
24,0.722,0.278
25,0.428,0.572
26,0.332,0.668
27,0.838,0.162
28,0.766,0.234
29,0.332,0.668
30,0.866,0.134
31,0.328,0.672
32,0.694,0.306
33,0.854,0.146
34,0.35,0.65
35,0.928,0.072
36,0.702,0.298
37,0.862,0.138
38,0.904,0.096
39,0.368,0.632
40,0.602,0.398
41,0.948,0.052
42,0.29,0.71
43,0.246,0.754
44,0.55,0.45
45,0.916,0.084
46,0.808,0.192
47,0.96,0.04
48,0.882,0.118
49,0.936,0.064
50,0.31,0.69
51,0.308,0.692
52,0.332,0.668
