,0,1
0,0.668,0.332
1,0.622,0.378
2,0.9,0.1
3,0.678,0.322
4,0.696,0.304
5,0.672,0.328
6,0.656,0.344
7,0.818,0.182
8,0.636,0.364
9,0.592,0.408
10,0.554,0.446
11,0.546,0.454
12,0.658,0.342
13,0.718,0.282
14,0.762,0.238
15,0.738,0.262
16,0.61,0.39
17,0.808,0.192
18,0.842,0.158
19,0.406,0.594
20,0.792,0.208
21,0.704,0.296
22,0.168,0.832
23,0.502,0.498
24,0.21,0.79
25,0.908,0.092
26,0.854,0.146
27,0.828,0.172
28,0.306,0.694
29,0.308,0.692
30,0.672,0.328
31,0.668,0.332
32,0.292,0.708
33,0.892,0.108
34,0.722,0.278
35,0.836,0.164
36,0.684,0.316
37,0.854,0.146
38,0.682,0.318
39,0.62,0.38
40,0.222,0.778
41,0.918,0.082
42,0.7,0.3
43,0.864,0.136
44,0.74,0.26
45,0.868,0.132
46,0.862,0.138
47,0.808,0.192
48,0.152,0.848
49,0.32,0.68
50,0.876,0.124
51,0.63,0.37
52,0.444,0.556
