,0,1
0,0.476,0.524
1,0.382,0.618
2,0.55,0.45
3,0.656,0.344
4,0.56,0.44
5,0.626,0.374
6,0.428,0.572
7,0.588,0.412
8,0.542,0.458
9,0.516,0.484
10,0.668,0.332
11,0.676,0.324
12,0.518,0.482
13,0.574,0.426
14,0.568,0.432
15,0.54,0.46
16,0.724,0.276
17,0.732,0.268
18,0.868,0.132
19,0.952,0.048
20,0.606,0.394
21,0.686,0.314
22,0.824,0.176
23,0.59,0.41
24,0.616,0.384
25,0.274,0.726
26,0.46,0.54
27,0.422,0.578
28,0.774,0.226
29,0.454,0.546
30,0.552,0.448
31,0.614,0.386
32,0.516,0.484
33,0.674,0.326
34,0.54,0.46
35,0.588,0.412
36,0.586,0.414
37,0.814,0.186
