,0,1
0,0.708,0.292
1,0.9,0.1
2,0.864,0.136
3,0.806,0.194
4,0.746,0.254
5,0.432,0.568
6,0.618,0.382
7,0.844,0.156
8,0.846,0.154
9,0.744,0.256
10,0.258,0.742
11,0.944,0.056
12,0.506,0.494
13,0.898,0.102
14,0.408,0.592
15,0.518,0.482
16,0.47,0.53
17,0.486,0.514
18,0.566,0.434
19,0.87,0.13
20,0.244,0.756
21,0.322,0.678
22,0.628,0.372
23,0.828,0.172
24,0.908,0.092
25,0.788,0.212
26,0.876,0.124
27,0.604,0.396
28,0.8,0.2
29,0.756,0.244
30,0.758,0.242
31,0.814,0.186
32,0.836,0.164
33,0.66,0.34
34,0.664,0.336
35,0.74,0.26
36,0.452,0.548
37,0.402,0.598
38,0.412,0.588
39,0.79,0.21
40,0.974,0.026
41,0.7,0.3
42,0.592,0.408
43,0.502,0.498
44,0.968,0.032
45,0.692,0.308
46,0.726,0.274
47,0.674,0.326
48,0.728,0.272
49,0.724,0.276
50,0.554,0.446
51,0.266,0.734
52,0.734,0.266
