,0,1
0,0.372,0.628
1,0.788,0.212
2,0.626,0.374
3,0.23,0.77
4,0.476,0.524
5,0.706,0.294
6,0.4,0.6
7,0.33,0.67
8,0.698,0.302
9,0.384,0.616
10,0.62,0.38
11,0.644,0.356
12,0.144,0.856
13,0.52,0.48
14,0.528,0.472
15,0.89,0.11
16,0.79,0.21
17,0.87,0.13
18,0.64,0.36
19,0.788,0.212
20,0.622,0.378
21,0.874,0.126
22,0.394,0.606
23,0.806,0.194
24,0.84,0.16
25,0.342,0.658
26,0.342,0.658
27,0.396,0.604
28,0.606,0.394
29,0.36,0.64
30,0.752,0.248
31,0.178,0.822
32,0.51,0.49
33,0.724,0.276
34,0.406,0.594
35,0.672,0.328
36,0.766,0.234
37,0.846,0.154
