,0,1
0,0.838,0.162
1,0.19,0.81
2,0.73,0.27
3,0.7,0.3
4,0.622,0.378
5,0.664,0.336
6,0.828,0.172
7,0.77,0.23
8,0.756,0.244
9,0.81,0.19
10,0.638,0.362
11,0.86,0.14
12,0.836,0.164
13,0.114,0.886
14,0.81,0.19
15,0.458,0.542
16,0.726,0.274
17,0.802,0.198
18,0.752,0.248
19,0.924,0.076
20,0.708,0.292
21,0.554,0.446
22,0.922,0.078
23,0.716,0.284
24,0.808,0.192
25,0.662,0.338
26,0.672,0.328
27,0.864,0.136
28,0.68,0.32
29,0.516,0.484
30,0.726,0.274
31,0.838,0.162
32,0.244,0.756
33,0.264,0.736
34,0.95,0.05
35,0.654,0.346
36,0.658,0.342
37,0.616,0.384
38,0.69,0.31
39,0.748,0.252
40,0.736,0.264
41,0.176,0.824
42,0.966,0.034
43,0.622,0.378
44,0.864,0.136
45,0.758,0.242
46,0.47,0.53
47,0.862,0.138
48,0.772,0.228
49,0.432,0.568
50,0.624,0.376
51,0.714,0.286
52,0.224,0.776
