,0,1
0,0.212,0.788
1,0.8,0.2
2,0.616,0.384
3,0.996,0.004
4,0.986,0.014
5,0.812,0.188
6,0.17,0.83
7,0.304,0.696
8,0.784,0.216
9,0.124,0.876
10,0.292,0.708
11,0.71,0.29
12,0.392,0.608
13,0.166,0.834
14,0.862,0.138
15,0.8,0.2
16,0.948,0.052
17,0.854,0.146
18,0.406,0.594
19,0.988,0.012
20,0.186,0.814
21,0.94,0.06
22,0.71,0.29
23,0.27,0.73
24,0.09,0.91
25,0.116,0.884
26,0.306,0.694
27,0.254,0.746
28,0.99,0.01
29,0.034,0.966
30,0.222,0.778
31,0.156,0.844
32,0.396,0.604
33,0.992,0.008
34,0.172,0.828
35,0.194,0.806
36,0.79,0.21
37,0.156,0.844
