,0,1
0,0.944,0.056
1,0.898,0.102
2,0.642,0.358
3,0.244,0.756
4,0.884,0.116
5,0.546,0.454
6,0.618,0.382
7,0.616,0.384
8,0.764,0.236
9,0.712,0.288
10,0.398,0.602
11,0.846,0.154
12,0.5,0.5
13,0.79,0.21
14,0.894,0.106
15,0.912,0.088
16,0.778,0.222
17,0.788,0.212
18,0.74,0.26
19,0.566,0.434
20,0.532,0.468
21,0.706,0.294
22,0.74,0.26
23,0.812,0.188
24,0.936,0.064
25,0.846,0.154
26,0.728,0.272
27,0.38,0.62
28,0.664,0.336
29,0.744,0.256
30,0.858,0.142
31,0.928,0.072
32,0.89,0.11
33,0.806,0.194
34,0.86,0.14
35,0.886,0.114
36,0.76,0.24
37,0.742,0.258
38,0.548,0.452
39,0.724,0.276
40,0.694,0.306
41,0.916,0.084
42,0.738,0.262
43,0.902,0.098
44,0.664,0.336
45,0.416,0.584
46,0.336,0.664
47,0.706,0.294
48,0.658,0.342
49,0.786,0.214
50,0.446,0.554
51,0.802,0.198
52,0.926,0.074
