,0,1
0,0.81,0.19
1,0.4,0.6
2,0.954,0.046
3,0.918,0.082
4,0.872,0.128
5,0.856,0.144
6,0.886,0.114
7,0.104,0.896
8,0.748,0.252
9,0.884,0.116
10,0.578,0.422
11,0.784,0.216
12,0.828,0.172
13,0.052,0.948
14,0.958,0.042
15,0.088,0.912
16,0.148,0.852
17,0.11,0.89
18,0.908,0.092
19,0.076,0.924
20,0.164,0.836
21,0.56,0.44
22,0.532,0.468
23,0.876,0.124
24,0.81,0.19
25,0.92,0.08
26,0.912,0.088
27,0.902,0.098
28,0.514,0.486
29,0.734,0.266
30,0.836,0.164
31,0.852,0.148
32,0.952,0.048
33,0.1,0.9
34,0.21,0.79
35,0.32,0.68
36,0.45,0.55
37,0.622,0.378
38,0.676,0.324
39,0.154,0.846
40,0.936,0.064
41,0.252,0.748
42,0.714,0.286
43,0.86,0.14
44,0.104,0.896
45,0.938,0.062
46,0.794,0.206
47,0.342,0.658
48,0.81,0.19
49,0.374,0.626
50,0.894,0.106
51,0.726,0.274
52,0.954,0.046
