,0,1
0,0.73,0.27
1,0.854,0.146
2,0.304,0.696
3,0.8,0.2
4,0.808,0.192
5,0.73,0.27
6,0.786,0.214
7,0.768,0.232
8,0.678,0.322
9,0.604,0.396
10,0.776,0.224
11,0.444,0.556
12,0.402,0.598
13,0.622,0.378
14,0.298,0.702
15,0.562,0.438
16,0.832,0.168
17,0.652,0.348
18,0.688,0.312
19,0.65,0.35
20,0.71,0.29
21,0.948,0.052
22,0.694,0.306
23,0.82,0.18
24,0.876,0.124
25,0.768,0.232
26,0.756,0.244
27,0.68,0.32
28,0.37,0.63
29,0.81,0.19
30,0.566,0.434
31,0.436,0.564
32,0.524,0.476
33,0.75,0.25
34,0.398,0.602
35,0.298,0.702
36,0.43,0.57
37,0.226,0.774
38,0.638,0.362
39,0.246,0.754
40,0.474,0.526
41,0.702,0.298
42,0.626,0.374
