,0,1
0,0.628,0.372
1,0.276,0.724
2,0.896,0.104
3,0.848,0.152
4,0.62,0.38
5,0.252,0.748
6,0.808,0.192
7,0.134,0.866
8,0.866,0.134
9,0.776,0.224
10,0.032,0.968
11,0.078,0.922
12,0.228,0.772
13,0.33,0.67
14,0.548,0.452
15,0.508,0.492
16,0.938,0.062
17,0.596,0.404
18,0.214,0.786
19,0.404,0.596
20,0.6,0.4
21,0.476,0.524
22,0.266,0.734
23,0.99,0.01
24,0.906,0.094
25,0.684,0.316
26,0.6,0.4
27,0.512,0.488
28,0.548,0.452
29,0.696,0.304
30,0.442,0.558
31,0.804,0.196
32,0.37,0.63
33,0.276,0.724
34,0.042,0.958
35,0.028,0.972
36,0.89,0.11
37,0.886,0.114
38,0.652,0.348
39,0.142,0.858
40,0.796,0.204
41,0.002,0.998
42,0.142,0.858
