,0,1
0,0.31,0.69
1,0.842,0.158
2,0.346,0.654
3,0.434,0.566
4,0.526,0.474
5,0.48,0.52
6,0.64,0.36
7,0.64,0.36
8,0.786,0.214
9,0.412,0.588
10,0.638,0.362
11,0.804,0.196
12,0.682,0.318
13,0.838,0.162
14,0.3,0.7
15,0.2,0.8
16,0.562,0.438
17,0.616,0.384
18,0.31,0.69
19,0.644,0.356
20,0.342,0.658
21,0.794,0.206
22,0.858,0.142
23,0.292,0.708
24,0.458,0.542
25,0.822,0.178
26,0.876,0.124
27,0.616,0.384
28,0.87,0.13
29,0.456,0.544
30,0.756,0.244
31,0.616,0.384
32,0.558,0.442
33,0.608,0.392
34,0.622,0.378
35,0.296,0.704
36,0.54,0.46
37,0.27,0.73
38,0.748,0.252
39,0.79,0.21
40,0.404,0.596
41,0.754,0.246
42,0.932,0.068
