,0,1
0,0.948,0.052
1,0.566,0.434
2,0.976,0.024
3,0.53,0.47
4,0.662,0.338
5,0.998,0.002
6,0.114,0.886
7,0.934,0.066
8,0.964,0.036
9,0.128,0.872
10,0.734,0.266
11,0.19,0.81
12,0.308,0.692
13,0.406,0.594
14,0.804,0.196
15,0.992,0.008
16,0.776,0.224
17,0.726,0.274
18,0.996,0.004
19,0.19,0.81
20,0.058,0.942
21,0.208,0.792
22,0.524,0.476
23,0.61,0.39
24,0.458,0.542
25,0.616,0.384
26,0.604,0.396
27,0.964,0.036
28,0.676,0.324
29,0.032,0.968
30,0.926,0.074
31,0.644,0.356
32,0.146,0.854
33,0.952,0.048
34,0.73,0.27
35,0.206,0.794
36,0.742,0.258
37,0.304,0.696
38,0.622,0.378
39,0.632,0.368
40,0.694,0.306
41,0.776,0.224
42,0.778,0.222
43,0.61,0.39
44,0.474,0.526
45,0.714,0.286
46,0.858,0.142
47,0.338,0.662
48,0.998,0.002
49,0.364,0.636
50,0.886,0.114
51,0.516,0.484
52,0.614,0.386
53,0.244,0.756
54,0.678,0.322
55,0.962,0.038
56,0.43,0.57
57,0.89,0.11
58,0.948,0.052
59,0.192,0.808
