,0,1
0,0.706,0.294
1,0.69,0.31
2,0.86,0.14
3,0.806,0.194
4,0.71,0.29
5,0.87,0.13
6,0.524,0.476
7,0.598,0.402
8,0.646,0.354
9,0.148,0.852
10,0.374,0.626
11,0.558,0.442
12,0.508,0.492
13,0.362,0.638
14,0.446,0.554
15,0.488,0.512
16,0.136,0.864
17,0.552,0.448
18,0.118,0.882
19,0.374,0.626
20,0.856,0.144
21,0.412,0.588
22,0.654,0.346
23,0.492,0.508
24,0.566,0.434
25,0.72,0.28
26,0.17,0.83
27,0.206,0.794
28,0.398,0.602
29,0.392,0.608
30,0.472,0.528
31,0.95,0.05
32,0.932,0.068
33,0.956,0.044
34,0.198,0.802
35,0.924,0.076
36,0.272,0.728
37,0.71,0.29
38,0.462,0.538
39,0.554,0.446
40,0.064,0.936
41,0.522,0.478
42,0.268,0.732
43,0.704,0.296
44,0.584,0.416
45,0.694,0.306
46,0.556,0.444
47,0.518,0.482
48,0.16,0.84
49,0.394,0.606
50,0.718,0.282
51,0.26,0.74
52,0.172,0.828
53,0.208,0.792
54,0.566,0.434
55,0.81,0.19
56,0.354,0.646
57,0.638,0.362
58,0.598,0.402
59,0.126,0.874
