,0,1
0,0.926,0.074
1,0.608,0.392
2,0.966,0.034
3,0.582,0.418
4,0.83,0.17
5,0.402,0.598
6,0.828,0.172
7,0.914,0.086
8,0.408,0.592
9,0.464,0.536
10,0.552,0.448
11,0.454,0.546
12,0.834,0.166
13,0.828,0.172
14,0.522,0.478
15,0.91,0.09
16,0.314,0.686
17,0.396,0.604
18,0.428,0.572
19,0.416,0.584
20,0.576,0.424
21,0.77,0.23
22,0.568,0.432
23,0.89,0.11
24,0.862,0.138
25,0.58,0.42
26,0.836,0.164
27,0.89,0.11
28,0.616,0.384
29,0.872,0.128
30,0.428,0.572
31,0.618,0.382
32,0.38,0.62
33,0.756,0.244
34,0.686,0.314
35,0.402,0.598
36,0.34,0.66
37,0.75,0.25
38,0.684,0.316
39,0.524,0.476
40,0.394,0.606
41,0.734,0.266
42,0.236,0.764
