,0,1
0,0.784,0.216
1,0.818,0.182
2,0.876,0.124
3,0.982,0.018
4,0.85,0.15
5,0.182,0.818
6,0.158,0.842
7,0.776,0.224
8,0.092,0.908
9,0.078,0.922
10,0.834,0.166
11,0.87,0.13
12,0.16,0.84
13,0.744,0.256
14,0.85,0.15
15,0.07,0.93
16,0.942,0.058
17,0.862,0.138
18,0.258,0.742
19,0.886,0.114
20,0.234,0.766
21,0.984,0.016
22,0.81,0.19
23,0.596,0.404
24,0.492,0.508
25,0.414,0.586
26,0.12,0.88
27,0.82,0.18
28,0.44,0.56
29,0.146,0.854
30,0.648,0.352
31,0.806,0.194
32,0.818,0.182
33,0.808,0.192
34,0.716,0.284
35,0.674,0.326
36,0.636,0.364
37,0.316,0.684
38,0.166,0.834
39,0.662,0.338
40,0.928,0.072
41,0.85,0.15
42,0.326,0.674
