,0,1
0,0.69,0.31
1,0.922,0.078
2,0.478,0.522
3,0.884,0.116
4,0.83,0.17
5,0.156,0.844
6,0.174,0.826
7,0.658,0.342
8,0.758,0.242
9,0.888,0.112
10,0.096,0.904
11,0.198,0.802
12,0.24,0.76
13,0.582,0.418
14,0.528,0.472
15,0.93,0.07
16,0.466,0.534
17,0.906,0.094
18,0.06,0.94
19,0.242,0.758
20,0.318,0.682
21,0.708,0.292
22,0.992,0.008
23,0.244,0.756
24,0.976,0.024
25,0.232,0.768
26,0.878,0.122
27,0.094,0.906
28,0.932,0.068
29,0.452,0.548
30,0.656,0.344
31,0.368,0.632
32,0.97,0.03
33,0.236,0.764
34,0.71,0.29
35,0.872,0.128
36,0.446,0.554
37,0.5,0.5
38,0.466,0.534
39,0.908,0.092
40,0.956,0.044
41,0.734,0.266
42,0.218,0.782
