,0,1
0,0.816,0.184
1,0.61,0.39
2,0.198,0.802
3,0.728,0.272
4,0.984,0.016
5,0.604,0.396
6,0.898,0.102
7,0.022,0.978
8,0.968,0.032
9,0.078,0.922
10,0.804,0.196
11,0.282,0.718
12,0.112,0.888
13,0.672,0.328
14,0.76,0.24
15,0.942,0.058
16,0.95,0.05
17,0.062,0.938
18,0.154,0.846
19,0.062,0.938
20,0.114,0.886
21,0.958,0.042
22,0.902,0.098
23,0.968,0.032
24,0.978,0.022
25,0.952,0.048
26,0.828,0.172
27,0.846,0.154
28,0.728,0.272
29,0.376,0.624
30,0.932,0.068
31,0.576,0.424
32,0.592,0.408
33,0.964,0.036
34,0.928,0.072
35,0.994,0.006
36,0.212,0.788
37,0.184,0.816
38,0.878,0.122
39,0.976,0.024
40,0.826,0.174
41,0.944,0.056
42,0.982,0.018
43,0.138,0.862
44,0.81,0.19
45,0.656,0.344
46,0.482,0.518
47,0.788,0.212
48,0.806,0.194
49,0.864,0.136
50,0.422,0.578
51,0.676,0.324
52,0.188,0.812
53,0.824,0.176
54,0.134,0.866
55,0.074,0.926
56,0.816,0.184
57,0.59,0.41
58,0.784,0.216
59,1.0,0.0
