,0,1
0,0.118,0.882
1,0.098,0.902
2,0.29,0.71
3,0.18,0.82
4,0.472,0.528
5,0.342,0.658
6,0.908,0.092
7,0.476,0.524
8,0.866,0.134
9,0.02,0.98
10,0.574,0.426
11,0.17,0.83
12,0.828,0.172
13,0.87,0.13
14,0.078,0.922
15,0.324,0.676
16,0.044,0.956
17,0.082,0.918
18,0.622,0.378
19,0.972,0.028
20,0.53,0.47
21,0.95,0.05
22,0.18,0.82
23,0.96,0.04
24,0.568,0.432
25,0.378,0.622
26,0.088,0.912
27,0.476,0.524
28,0.21,0.79
29,0.776,0.224
30,0.036,0.964
31,0.894,0.106
32,0.79,0.21
33,0.994,0.006
34,0.19,0.81
35,0.664,0.336
36,0.534,0.466
37,0.786,0.214
38,0.95,0.05
39,0.08,0.92
40,0.82,0.18
41,0.322,0.678
42,0.426,0.574
43,0.114,0.886
44,0.436,0.564
45,0.438,0.562
46,0.174,0.826
47,0.29,0.71
48,0.722,0.278
49,0.142,0.858
50,0.124,0.876
51,0.086,0.914
52,0.822,0.178
53,0.532,0.468
54,0.202,0.798
55,0.824,0.176
56,0.332,0.668
57,0.388,0.612
58,0.996,0.004
59,0.208,0.792
