,0,1
0,0.546,0.454
1,0.904,0.096
2,0.576,0.424
3,0.954,0.046
4,0.968,0.032
5,0.976,0.024
6,0.89,0.11
7,0.348,0.652
8,0.366,0.634
9,0.978,0.022
10,0.85,0.15
11,0.068,0.932
12,0.518,0.482
13,0.258,0.742
14,0.392,0.608
15,0.446,0.554
16,0.184,0.816
17,0.826,0.174
18,0.486,0.514
19,0.142,0.858
20,0.264,0.736
21,0.128,0.872
22,0.372,0.628
23,0.964,0.036
24,0.7,0.3
25,0.89,0.11
26,0.39,0.61
27,0.53,0.47
28,0.358,0.642
29,0.33,0.67
30,0.606,0.394
31,0.548,0.452
32,0.522,0.478
33,0.588,0.412
34,0.976,0.024
35,0.53,0.47
36,0.12,0.88
37,0.708,0.292
38,0.736,0.264
39,0.896,0.104
40,0.862,0.138
41,0.172,0.828
42,0.712,0.288
43,0.482,0.518
44,0.65,0.35
45,0.238,0.762
46,0.506,0.494
47,0.368,0.632
48,0.308,0.692
49,0.494,0.506
50,0.364,0.636
51,0.414,0.586
52,0.566,0.434
53,0.402,0.598
54,0.226,0.774
55,0.858,0.142
56,0.166,0.834
57,0.702,0.298
58,0.748,0.252
59,0.534,0.466
