,0,1
0,0.876,0.124
1,0.538,0.462
2,0.294,0.706
3,0.572,0.428
4,0.908,0.092
5,0.356,0.644
6,0.78,0.22
7,0.252,0.748
8,0.988,0.012
9,0.106,0.894
10,0.54,0.46
11,0.148,0.852
12,0.984,0.016
13,0.29,0.71
14,0.278,0.722
15,0.222,0.778
16,0.326,0.674
17,0.428,0.572
18,0.286,0.714
19,0.38,0.62
20,0.918,0.082
21,0.436,0.564
22,0.796,0.204
23,0.076,0.924
24,0.92,0.08
25,0.86,0.14
26,0.81,0.19
27,0.568,0.432
28,0.988,0.012
29,0.136,0.864
30,0.944,0.056
31,0.972,0.028
32,0.194,0.806
33,0.968,0.032
34,0.976,0.024
35,0.916,0.084
36,0.492,0.508
37,0.814,0.186
38,0.778,0.222
39,0.314,0.686
40,0.62,0.38
41,0.46,0.54
42,0.312,0.688
43,0.608,0.392
44,0.624,0.376
45,0.776,0.224
46,0.268,0.732
47,0.12,0.88
48,0.218,0.782
49,0.648,0.352
50,0.194,0.806
51,0.252,0.748
52,0.988,0.012
53,0.884,0.116
54,0.318,0.682
55,0.238,0.762
56,0.394,0.606
57,0.036,0.964
58,0.364,0.636
59,0.184,0.816
