,0,1
0,0.764,0.236
1,0.964,0.036
2,0.688,0.312
3,0.972,0.028
4,0.536,0.464
5,0.974,0.026
6,0.712,0.288
7,0.362,0.638
8,0.056,0.944
9,0.916,0.084
10,0.936,0.064
11,0.68,0.32
12,0.86,0.14
13,0.27,0.73
14,0.776,0.224
15,0.586,0.414
16,0.018,0.982
17,0.882,0.118
18,0.028,0.972
19,0.284,0.716
20,0.87,0.13
21,0.978,0.022
22,0.978,0.022
23,0.0,1.0
24,0.698,0.302
25,0.98,0.02
26,0.014,0.986
27,0.996,0.004
28,0.878,0.122
29,0.112,0.888
30,0.772,0.228
31,0.018,0.982
32,0.946,0.054
33,0.242,0.758
34,0.59,0.41
35,0.58,0.42
36,0.68,0.32
37,0.014,0.986
38,0.86,0.14
39,0.128,0.872
40,0.018,0.982
41,0.918,0.082
42,0.758,0.242
43,0.902,0.098
44,0.012,0.988
45,0.774,0.226
46,0.944,0.056
47,0.858,0.142
48,0.206,0.794
49,0.972,0.028
50,0.782,0.218
51,0.784,0.216
52,0.79,0.21
53,0.916,0.084
54,0.608,0.392
55,0.008,0.992
56,0.74,0.26
57,0.924,0.076
58,0.842,0.158
59,0.16,0.84
