,0,1
0,0.728,0.272
1,0.7,0.3
2,0.602,0.398
3,0.838,0.162
4,0.688,0.312
5,0.618,0.382
6,0.734,0.266
7,0.954,0.046
8,0.876,0.124
9,0.248,0.752
10,0.158,0.842
11,0.592,0.408
12,0.788,0.212
13,0.708,0.292
14,0.27,0.73
15,0.22,0.78
16,0.684,0.316
17,0.802,0.198
18,0.954,0.046
19,0.788,0.212
20,0.158,0.842
21,0.84,0.16
22,0.602,0.398
23,0.426,0.574
24,0.96,0.04
25,0.34,0.66
26,0.898,0.102
27,0.862,0.138
28,0.45,0.55
29,0.954,0.046
30,0.616,0.384
31,0.754,0.246
32,0.5,0.5
33,0.386,0.614
34,0.338,0.662
35,0.804,0.196
36,0.346,0.654
37,0.306,0.694
38,0.838,0.162
39,0.4,0.6
40,0.284,0.716
41,0.762,0.238
42,0.526,0.474
