,0,1
0,0.918,0.082
1,0.062,0.938
2,0.27,0.73
3,0.66,0.34
4,0.84,0.16
5,0.23,0.77
6,0.946,0.054
7,0.566,0.434
8,0.586,0.414
9,0.984,0.016
10,0.264,0.736
11,0.244,0.756
12,0.038,0.962
13,0.828,0.172
14,0.936,0.064
15,0.742,0.258
16,0.846,0.154
17,0.41,0.59
18,0.586,0.414
19,0.152,0.848
20,0.042,0.958
21,0.614,0.386
22,0.33,0.67
23,0.804,0.196
24,0.866,0.134
25,0.92,0.08
26,0.426,0.574
27,0.884,0.116
28,0.952,0.048
29,0.842,0.158
30,0.682,0.318
31,0.864,0.136
32,0.244,0.756
33,0.954,0.046
34,0.938,0.062
35,0.848,0.152
36,0.748,0.252
37,0.886,0.114
38,0.69,0.31
39,0.94,0.06
40,0.614,0.386
41,0.204,0.796
42,0.526,0.474
43,0.66,0.34
44,0.604,0.396
45,0.454,0.546
46,0.608,0.392
47,0.236,0.764
48,0.966,0.034
49,0.76,0.24
50,0.312,0.688
51,0.91,0.09
52,0.932,0.068
53,0.81,0.19
54,0.718,0.282
55,0.912,0.088
56,0.642,0.358
57,0.566,0.434
58,0.766,0.234
59,0.35,0.65
