,0,1
0,0.244,0.756
1,0.464,0.536
2,0.314,0.686
3,0.508,0.492
4,0.172,0.828
5,0.252,0.748
6,0.61,0.39
7,0.732,0.268
8,0.292,0.708
9,0.928,0.072
10,0.894,0.106
11,0.218,0.782
12,0.314,0.686
13,0.194,0.806
14,0.388,0.612
15,0.408,0.592
16,0.572,0.428
17,0.712,0.288
18,0.234,0.766
19,0.724,0.276
20,0.396,0.604
21,0.914,0.086
22,0.142,0.858
23,0.826,0.174
24,0.892,0.108
25,0.942,0.058
26,0.474,0.526
27,0.764,0.236
28,0.176,0.824
29,0.772,0.228
30,0.376,0.624
31,0.736,0.264
32,0.18,0.82
33,0.83,0.17
34,0.528,0.472
35,0.088,0.912
36,0.14,0.86
37,0.868,0.132
38,0.202,0.798
39,0.162,0.838
40,0.408,0.592
41,0.73,0.27
42,0.436,0.564
