,0,1
0,0.246,0.754
1,0.368,0.632
2,0.36,0.64
3,0.968,0.032
4,0.864,0.136
5,0.924,0.076
6,0.606,0.394
7,0.668,0.332
8,0.498,0.502
9,0.486,0.514
10,0.816,0.184
11,0.96,0.04
12,0.812,0.188
13,0.356,0.644
14,0.972,0.028
15,0.272,0.728
16,0.736,0.264
17,0.622,0.378
18,0.53,0.47
19,0.528,0.472
20,0.952,0.048
21,0.916,0.084
22,0.902,0.098
23,0.512,0.488
24,0.248,0.752
25,0.694,0.306
26,0.348,0.652
27,0.65,0.35
28,0.564,0.436
29,0.53,0.47
30,0.972,0.028
31,0.966,0.034
32,0.554,0.446
33,0.502,0.498
34,0.218,0.782
35,0.854,0.146
36,0.272,0.728
37,0.964,0.036
38,0.808,0.192
39,0.448,0.552
40,0.542,0.458
41,0.388,0.612
42,0.86,0.14
43,0.454,0.546
44,0.89,0.11
45,0.49,0.51
46,0.792,0.208
47,0.678,0.322
48,0.558,0.442
49,0.254,0.746
50,0.742,0.258
51,0.372,0.628
52,0.586,0.414
53,0.93,0.07
54,0.594,0.406
55,0.882,0.118
56,0.502,0.498
57,0.258,0.742
58,0.952,0.048
59,0.272,0.728
