,0,1
0,0.95,0.05
1,0.704,0.296
2,0.884,0.116
3,0.654,0.346
4,0.816,0.184
5,0.442,0.558
6,0.822,0.178
7,0.812,0.188
8,0.386,0.614
9,0.364,0.636
10,0.666,0.334
11,0.496,0.504
12,0.858,0.142
13,0.88,0.12
14,0.668,0.332
15,0.966,0.034
16,0.328,0.672
17,0.324,0.676
18,0.47,0.53
19,0.552,0.448
20,0.698,0.302
21,0.612,0.388
22,0.742,0.258
23,0.9,0.1
24,0.9,0.1
25,0.486,0.514
26,0.814,0.186
27,0.78,0.22
28,0.692,0.308
29,0.938,0.062
30,0.424,0.576
31,0.86,0.14
32,0.284,0.716
33,0.786,0.214
34,0.77,0.23
35,0.458,0.542
36,0.244,0.756
37,0.698,0.302
38,0.604,0.396
39,0.612,0.388
40,0.482,0.518
41,0.836,0.164
42,0.206,0.794
