,0,1
0,0.174,0.826
1,0.636,0.364
2,0.442,0.558
3,0.92,0.08
4,0.852,0.148
5,0.274,0.726
6,0.584,0.416
7,0.216,0.784
8,0.774,0.226
9,0.834,0.166
10,0.576,0.424
11,0.472,0.528
12,0.222,0.778
13,0.416,0.584
14,0.784,0.216
15,0.846,0.154
16,0.008,0.992
17,0.726,0.274
18,0.73,0.27
19,0.968,0.032
20,0.874,0.126
21,0.904,0.096
22,0.124,0.876
23,0.942,0.058
24,0.878,0.122
25,0.93,0.07
26,0.646,0.354
27,0.722,0.278
28,0.74,0.26
29,0.902,0.098
30,0.528,0.472
31,0.41,0.59
32,0.336,0.664
33,0.686,0.314
34,0.41,0.59
35,0.764,0.236
36,0.76,0.24
37,0.562,0.438
38,0.488,0.512
39,0.4,0.6
40,0.008,0.992
41,0.952,0.048
42,0.418,0.582
