,0,1
0,0.828,0.172
1,0.664,0.336
2,0.132,0.868
3,0.73,0.27
4,0.998,0.002
5,0.726,0.274
6,0.992,0.008
7,0.034,0.966
8,0.972,0.028
9,0.338,0.662
10,0.952,0.048
11,0.04,0.96
12,0.096,0.904
13,0.504,0.496
14,0.668,0.332
15,0.972,0.028
16,0.894,0.106
17,0.038,0.962
18,0.342,0.658
19,0.108,0.892
20,0.036,0.964
21,0.86,0.14
22,0.866,0.134
23,0.982,0.018
24,0.988,0.012
25,0.998,0.002
26,0.662,0.338
27,0.96,0.04
28,0.92,0.08
29,0.434,0.566
30,0.94,0.06
31,0.618,0.382
32,0.494,0.506
33,1.0,0.0
34,0.992,0.008
35,0.998,0.002
36,0.01,0.99
37,0.38,0.62
38,0.948,0.052
39,0.992,0.008
40,0.768,0.232
41,0.848,0.152
42,0.98,0.02
43,0.022,0.978
44,0.716,0.284
45,0.548,0.452
46,0.304,0.696
47,0.934,0.066
48,0.9,0.1
49,0.902,0.098
50,0.416,0.584
51,0.616,0.384
52,0.026,0.974
53,0.914,0.086
54,0.088,0.912
55,0.012,0.988
56,0.906,0.094
57,0.568,0.432
58,0.83,0.17
59,1.0,0.0
