,0,1
0,0.756,0.244
1,0.458,0.542
2,0.552,0.448
3,0.902,0.098
4,0.74,0.26
5,0.238,0.762
6,0.862,0.138
7,0.348,0.652
8,0.658,0.342
9,0.842,0.158
10,0.136,0.864
11,0.13,0.87
12,0.372,0.628
13,0.654,0.346
14,0.56,0.44
15,0.726,0.274
16,0.824,0.176
17,0.646,0.354
18,0.04,0.96
19,0.75,0.25
20,0.61,0.39
21,0.624,0.376
22,0.398,0.602
23,0.896,0.104
24,0.904,0.096
25,0.722,0.278
26,0.688,0.312
27,0.706,0.294
28,0.544,0.456
29,0.596,0.404
30,0.402,0.598
31,0.844,0.156
32,0.584,0.416
33,0.592,0.408
34,0.158,0.842
35,0.258,0.742
36,0.876,0.124
37,0.794,0.206
38,0.382,0.618
39,0.252,0.748
40,0.708,0.292
41,0.018,0.982
42,0.154,0.846
