,0,1
0,0.94,0.06
1,0.752,0.248
2,0.844,0.156
3,0.54,0.46
4,0.944,0.056
5,0.768,0.232
6,0.456,0.544
7,0.81,0.19
8,0.7,0.3
9,0.65,0.35
10,0.428,0.572
11,0.594,0.406
12,0.246,0.754
13,0.804,0.196
14,0.296,0.704
15,0.302,0.698
16,0.318,0.682
17,0.506,0.494
18,0.674,0.326
19,0.47,0.53
20,0.352,0.648
21,0.516,0.484
22,0.59,0.41
23,0.886,0.114
24,0.32,0.68
25,0.932,0.068
26,0.456,0.544
27,0.71,0.29
28,0.752,0.248
29,0.55,0.45
30,0.978,0.022
31,0.816,0.184
32,0.902,0.098
33,0.928,0.072
34,0.334,0.666
35,0.956,0.044
36,0.464,0.536
37,0.874,0.126
38,0.734,0.266
39,0.434,0.566
40,0.846,0.154
41,0.918,0.082
42,0.78,0.22
43,0.92,0.08
44,0.932,0.068
45,0.13,0.87
46,0.852,0.148
47,0.226,0.774
48,0.736,0.264
49,0.49,0.51
50,0.334,0.666
51,0.484,0.516
52,0.358,0.642
53,0.558,0.442
54,0.842,0.158
55,0.838,0.162
56,0.634,0.366
57,0.218,0.782
58,0.748,0.252
59,0.528,0.472
