,0,1
0,0.894,0.106
1,0.502,0.498
2,0.946,0.054
3,0.522,0.478
4,0.432,0.568
5,0.962,0.038
6,0.076,0.924
7,0.946,0.054
8,0.928,0.072
9,0.018,0.982
10,0.798,0.202
11,0.29,0.71
12,0.14,0.86
13,0.74,0.26
14,0.588,0.412
15,0.954,0.046
16,0.854,0.146
17,0.878,0.122
18,0.964,0.036
19,0.088,0.912
20,0.078,0.922
21,0.024,0.976
22,0.062,0.938
23,0.512,0.488
24,0.658,0.342
25,0.69,0.31
26,0.968,0.032
27,0.966,0.034
28,0.488,0.512
29,0.018,0.982
30,0.966,0.034
31,0.566,0.434
32,0.238,0.762
33,0.874,0.126
34,0.99,0.01
35,0.348,0.652
36,0.804,0.196
37,0.72,0.28
38,0.72,0.28
39,0.928,0.072
40,0.984,0.016
41,0.74,0.26
42,0.798,0.202
43,0.564,0.436
44,0.256,0.744
45,0.55,0.45
46,0.828,0.172
47,0.57,0.43
48,0.966,0.034
49,0.31,0.69
50,0.644,0.356
51,0.344,0.656
52,0.316,0.684
53,0.306,0.694
54,0.486,0.514
55,0.94,0.06
56,0.37,0.63
57,0.744,0.256
58,0.978,0.022
59,0.294,0.706
