,0,1
0,0.314,0.686
1,0.718,0.282
2,0.496,0.504
3,0.888,0.112
4,0.734,0.266
5,0.45,0.55
6,0.562,0.438
7,0.268,0.732
8,0.7,0.3
9,0.89,0.11
10,0.304,0.696
11,0.506,0.494
12,0.572,0.428
13,0.564,0.436
14,0.886,0.114
15,0.844,0.156
16,0.002,0.998
17,0.828,0.172
18,0.626,0.374
19,0.894,0.106
20,0.74,0.26
21,0.882,0.118
22,0.098,0.902
23,0.866,0.134
24,0.856,0.144
25,0.918,0.082
26,0.424,0.576
27,0.608,0.392
28,0.692,0.308
29,0.79,0.21
30,0.356,0.644
31,0.45,0.55
32,0.352,0.648
33,0.494,0.506
34,0.368,0.632
35,0.67,0.33
36,0.622,0.378
37,0.742,0.258
38,0.402,0.598
39,0.256,0.744
40,0.016,0.984
41,0.928,0.072
42,0.482,0.518
