,0,1
0,0.106,0.894
1,0.468,0.532
2,0.224,0.776
3,0.898,0.102
4,0.192,0.808
5,0.474,0.526
6,0.668,0.332
7,0.646,0.354
8,0.212,0.788
9,0.902,0.098
10,0.952,0.048
11,0.042,0.958
12,0.418,0.582
13,0.042,0.958
14,0.022,0.978
15,0.758,0.242
16,0.816,0.184
17,0.758,0.242
18,0.354,0.646
19,0.406,0.594
20,0.28,0.72
21,0.936,0.064
22,0.036,0.964
23,0.85,0.15
24,0.81,0.19
25,0.92,0.08
26,0.302,0.698
27,0.764,0.236
28,0.092,0.908
29,0.96,0.04
30,0.514,0.486
31,0.708,0.292
32,0.12,0.88
33,0.696,0.304
34,0.094,0.906
35,0.126,0.874
36,0.054,0.946
37,0.844,0.156
38,0.308,0.692
39,0.206,0.794
40,0.614,0.386
41,0.82,0.18
42,0.11,0.89
