,0,1
0,0.958,0.042
1,0.976,0.024
2,0.586,0.414
3,0.796,0.204
4,0.892,0.108
5,0.96,0.04
6,0.97,0.03
7,0.056,0.944
8,0.264,0.736
9,0.996,0.004
10,0.946,0.054
11,0.03,0.97
12,0.956,0.044
13,0.948,0.052
14,0.94,0.06
15,0.992,0.008
16,0.986,0.014
17,0.53,0.47
18,0.972,0.028
19,0.578,0.422
20,0.962,0.038
21,0.2,0.8
22,0.702,0.298
23,0.966,0.034
24,0.38,0.62
25,0.99,0.01
26,0.488,0.512
27,0.988,0.012
28,1.0,0.0
29,0.418,0.582
30,0.816,0.184
31,0.614,0.386
32,0.57,0.43
33,1.0,0.0
34,0.962,0.038
35,0.978,0.022
36,0.202,0.798
37,0.978,0.022
38,0.03,0.97
39,0.996,0.004
40,0.996,0.004
41,0.998,0.002
42,0.656,0.344
43,0.55,0.45
44,0.918,0.082
45,0.884,0.116
46,0.804,0.196
47,0.998,0.002
48,0.57,0.43
49,0.972,0.028
50,0.886,0.114
51,0.996,0.004
52,0.996,0.004
53,0.888,0.112
54,0.516,0.484
55,0.982,0.018
56,0.976,0.024
57,0.982,0.018
58,0.938,0.062
59,0.03,0.97
